x,t,u
0.22222222,0.22222222,0.51834893
0.22222222,0.23232323,0.5132342
0.22222222,0.24242425,0.5081743
0.22222222,0.25252524,0.5031685
0.22222222,0.26262626,0.49821627
0.22222222,0.27272728,0.493317
0.22222222,0.28282827,0.48846996
0.22222222,0.2929293,0.48367423
0.22222222,0.3030303,0.47892943
0.22222222,0.3131313,0.4742349
0.22222222,0.32323232,0.46958965
0.22222222,0.33333334,0.46499342
0.22222222,0.34343433,0.46044523
0.22222222,0.35353535,0.45594448
0.22222222,0.36363637,0.4514905
0.22222222,0.37373737,0.44708264
0.22222222,0.3838384,0.4427202
0.22222222,0.3939394,0.4384026
0.22222222,0.4040404,0.43412903
0.22222222,0.41414142,0.42989904
0.22222222,0.42424244,0.425712
0.22222222,0.43434343,0.42156696
0.22222222,0.44444445,0.4174637
0.22222222,0.45454547,0.4134013
0.22222222,0.46464646,0.40937954
0.22222222,0.47474748,0.40539765
0.22222222,0.4848485,0.40145475
0.22222222,0.4949495,0.39755082
0.22222222,0.50505054,0.39368474
0.22222222,0.5151515,0.38985646
0.22222222,0.5252525,0.38606524
0.22222222,0.53535354,0.38231057
0.22222222,0.5454545,0.37859184
0.22222222,0.5555556,0.37490857
0.22222222,0.56565654,0.3712603
0.22222222,0.57575756,0.36764663
0.22222222,0.5858586,0.36406702
0.22222222,0.5959596,0.3605209
0.22222222,0.6060606,0.3570077
0.22222222,0.6161616,0.3535276
0.22222222,0.62626266,0.35007918
0.22222222,0.6363636,0.34666297
0.22222222,0.64646465,0.34327775
0.22222222,0.65656567,0.33992365
0.22222222,0.6666666,0.33660012
0.22222222,0.6767677,0.33330646
0.22222222,0.68686867,0.33004266
0.22222222,0.6969697,0.32680815
0.22222222,0.7070707,0.3236028
0.22222222,0.7171717,0.32042563
0.22222222,0.72727275,0.31727695
0.22222222,0.7373737,0.3141561
0.22222222,0.7474748,0.3110625
0.22222222,0.75757575,0.30799633
0.22222222,0.7676768,0.30495697
0.22222222,0.7777778,0.30194396
0.22222222,0.78787875,0.29895723
0.22222222,0.79797983,0.29599625
0.22222222,0.8080808,0.29306084
0.22222222,0.8181818,0.2901507
0.22222222,0.82828283,0.2872654
0.22222222,0.83838385,0.28440493
0.22222222,0.8484849,0.2815687
0.22222222,0.85858583,0.27875665
0.22222222,0.86868685,0.27596825
0.22222222,0.8787879,0.27320343
0.22222222,0.8888889,0.270462
0.22222222,0.8989899,0.26774338
0.22222222,0.9090909,0.26504758
0.22222222,0.9191919,0.26237428
0.22222222,0.9292929,0.25972334
0.22222222,0.93939394,0.2570943
0.22222222,0.94949496,0.25448698
0.22222222,0.959596,0.2519013
0.22222222,0.969697,0.24933684
0.22222222,0.97979796,0.24679364
0.22222222,0.989899,0.24427105
0.22222222,1.0,0.2417693
0.23232323,0.0,0.66968083
0.23232323,0.01010101,0.663049
0.23232323,0.02020202,0.6564733
0.23232323,0.030303031,0.6499543
0.23232323,0.04040404,0.6434939
0.23232323,0.05050505,0.63709277
0.23232323,0.060606062,0.63075143
0.23232323,0.07070707,0.62447095
0.23232323,0.08080808,0.618252
0.23232323,0.09090909,0.61209464
0.23232323,0.1010101,0.60599905
0.23232323,0.11111111,0.5999654
0.23232323,0.121212125,0.5939939
0.23232323,0.13131313,0.5880844
0.23232323,0.14141414,0.58223665
0.23232323,0.15151516,0.5764505
0.23232323,0.16161616,0.5707255
0.23232323,0.17171717,0.5650615
0.23232323,0.18181819,0.55945796
0.23232323,0.1919192,0.5539141
0.23232323,0.2020202,0.54842997
0.23232323,0.21212122,0.54300445
0.23232323,0.22222222,0.53763735
0.23232323,0.23232323,0.5323279
0.23232323,0.24242425,0.5270754
0.23232323,0.25252524,0.5218794
0.23232323,0.26262626,0.516739
0.23232323,0.27272728,0.5116535
0.23232323,0.28282827,0.50662225
0.23232323,0.2929293,0.50164473
0.23232323,0.3030303,0.49671996
0.23232323,0.3131313,0.4918473
0.23232323,0.32323232,0.48702604
0.23232323,0.33333334,0.48225546
0.23232323,0.34343433,0.47753495
0.23232323,0.35353535,0.4728638
0.23232323,0.36363637,0.46824127
0.23232323,0.37373737,0.46366656
0.23232323,0.3838384,0.45913905
0.23232323,0.3939394,0.4546581
0.23232323,0.4040404,0.450223
0.23232323,0.41414142,0.44583306
0.23232323,0.42424244,0.44148767
0.23232323,0.43434343,0.43718612
0.23232323,0.44444445,0.4329279
0.23232323,0.45454547,0.42871225
0.23232323,0.46464646,0.4245387
0.23232323,0.47474748,0.4204065
0.23232323,0.4848485,0.41631502
0.23232323,0.4949495,0.41226387
0.23232323,0.50505054,0.4082523
0.23232323,0.5151515,0.40427992
0.23232323,0.5252525,0.4003459
0.23232323,0.53535354,0.39645004
0.23232323,0.5454545,0.3925916
0.23232323,0.5555556,0.38876992
0.23232323,0.56565654,0.38498473
0.23232323,0.57575756,0.38123554
0.23232323,0.5858586,0.37752163
0.23232323,0.5959596,0.3738426
0.23232323,0.6060606,0.37019813
0.23232323,0.6161616,0.36658758
0.23232323,0.62626266,0.3630104
0.23232323,0.6363636,0.3594665
0.23232323,0.64646465,0.35595524
0.23232323,0.65656567,0.35247603
0.23232323,0.6666666,0.34902865
